id,Umsatz
1204155,
1204156,
1204161,
1204162,
1204163,
1204164,
1204165,
1204166,
1204171,
1204172,
1204173,
1204174,
1204175,
1204176,
1204181,
1204182,
1204183,
1204184,
1204185,
1204186,
1204191,
1204192,
1204193,
1204194,
1204195,
1204196,
1204201,
1204202,
1204203,
1204204,
1204205,
1204206,
1204211,
1204212,
1204213,
1204214,
1204215,
1204216,
1204221,
1204222,
1204223,
1204224,
1204225,
1204226,
1204231,
1204232,
1204233,
1204234,
1204235,
1204236,
1204241,
1204242,
1204243,
1204244,
1204245,
1204246,
1204251,
1204252,
1204253,
1204254,
1204255,
1204256,
1204261,
1204262,
1204263,
1204264,
1204265,
1204266,
1204271,
1204272,
1204273,
1204274,
1204275,
1204276,
1204281,
1204282,
1204283,
1204284,
1204285,
1204286,
1204291,
1204292,
1204293,
1204294,
1204295,
1204296,
1204301,
1204302,
1204303,
1204304,
1204305,
1204306,
1205011,
1205012,
1205013,
1205014,
1205015,
1205016,
1205021,
1205022,
1205023,
1205024,
1205025,
1205026,
1205031,
1205032,
1205033,
1205034,
1205035,
1205036,
1205041,
1205042,
1205043,
1205044,
1205045,
1205046,
1205051,
1205052,
1205053,
1205054,
1205055,
1205056,
1205061,
1205062,
1205063,
1205064,
1205065,
1205066,
1205071,
1205072,
1205073,
1205074,
1205075,
1205076,
1205081,
1205082,
1205083,
1205084,
1205085,
1205086,
1205091,
1205092,
1205093,
1205094,
1205095,
1205096,
1205101,
1205102,
1205103,
1205104,
1205105,
1205106,
1205111,
1205112,
1205113,
1205114,
1205115,
1205116,
1205121,
1205122,
1205123,
1205124,
1205125,
1205126,
1205131,
1205132,
1205133,
1205134,
1205135,
1205136,
1205141,
1205142,
1205143,
1205144,
1205145,
1205146,
1205151,
1205152,
1205153,
1205154,
1205155,
1205156,
1205161,
1205162,
1205163,
1205164,
1205165,
1205166,
1205171,
1205172,
1205173,
1205174,
1205175,
1205176,
1205181,
1205182,
1205183,
1205184,
1205185,
1205186,
1205191,
1205192,
1205193,
1205194,
1205195,
1205196,
1205201,
1205202,
1205203,
1205204,
1205205,
1205206,
1205211,
1205212,
1205213,
1205214,
1205215,
1205216,
1205221,
1205222,
1205223,
1205224,
1205225,
1205226,
1205231,
1205232,
1205233,
1205234,
1205235,
1205236,
1205241,
1205242,
1205243,
1205244,
1205245,
1205246,
1205251,
1205252,
1205253,
1205254,
1205255,
1205256,
1205261,
1205262,
1205263,
1205264,
1205265,
1205266,
1205271,
1205272,
1205273,
1205274,
1205275,
1205276,
1205281,
1205282,
1205283,
1205284,
1205285,
1205286,
1205291,
1205292,
1205293,
1205294,
1205295,
1205296,
1205301,
1205302,
1205303,
1205304,
1205305,
1205306,
1205311,
1205312,
1205313,
1205314,
1205315,
1205316,
1206011,
1206012,
1206013,
1206014,
1206015,
1206016,
1206021,
1206022,
1206023,
1206024,
1206025,
1206026,
1206031,
1206032,
1206033,
1206034,
1206035,
1206036,
1206041,
1206042,
1206043,
1206044,
1206045,
1206046,
1206051,
1206052,
1206053,
1206054,
1206055,
1206056,
1206061,
1206062,
1206063,
1206064,
1206065,
1206066,
1206071,
1206072,
1206073,
1206074,
1206075,
1206076,
1206081,
1206082,
1206083,
1206084,
1206085,
1206086,
1206091,
1206092,
1206093,
1206094,
1206095,
1206096,
1206101,
1206102,
1206103,
1206104,
1206105,
1206106,
1206111,
1206112,
1206113,
1206114,
1206115,
1206116,
1206121,
1206122,
1206123,
1206124,
1206125,
1206126,
1206131,
1206132,
1206133,
1206134,
1206135,
1206136,
1206141,
1206142,
1206143,
1206144,
1206145,
1206146,
1206151,
1206152,
1206153,
1206154,
1206155,
1206156,
1206161,
1206162,
1206163,
1206164,
1206165,
1206166,
1206171,
1206172,
1206173,
1206174,
1206175,
1206176,
1206181,
1206182,
1206183,
1206184,
1206185,
1206186,
1206191,
1206192,
1206193,
1206194,
1206195,
1206196,
1206201,
1206202,
1206203,
1206204,
1206205,
1206206,
1206211,
1206212,
1206213,
1206214,
1206215,
1206216,
1206221,
1206222,
1206223,
1206224,
1206225,
1206226,
1206231,
1206232,
1206233,
1206234,
1206235,
1206236,
1206241,
1206242,
1206243,
1206244,
1206245,
1206246,
1206251,
1206252,
1206253,
1206254,
1206255,
1206256,
1206261,
1206262,
1206263,
1206264,
1206265,
1206266,
1206271,
1206272,
1206273,
1206274,
1206275,
1206276,
1206281,
1206282,
1206283,
1206284,
1206285,
1206286,
1206291,
1206292,
1206293,
1206294,
1206295,
1206296,
1206301,
1206302,
1206303,
1206304,
1206305,
1206306,
1207011,
1207012,
1207013,
1207014,
1207015,
1207016,
1207021,
1207022,
1207023,
1207024,
1207025,
1207026,
1207031,
1207032,
1207033,
1207034,
1207035,
1207036,
1207041,
1207042,
1207043,
1207044,
1207045,
1207046,
1207051,
1207052,
1207053,
1207054,
1207055,
1207056,
1207061,
1207062,
1207063,
1207064,
1207065,
1207066,
1207071,
1207072,
1207073,
1207074,
1207075,
1207076,
1207081,
1207082,
1207083,
1207084,
1207085,
1207086,
1207091,
1207092,
1207093,
1207094,
1207095,
1207096,
1207101,
1207102,
1207103,
1207104,
1207105,
1207106,
1207111,
1207112,
1207113,
1207114,
1207115,
1207116,
1207121,
1207122,
1207123,
1207124,
1207125,
1207126,
1207131,
1207132,
1207133,
1207134,
1207135,
1207136,
1207141,
1207142,
1207143,
1207144,
1207145,
1207146,
1207151,
1207152,
1207153,
1207154,
1207155,
1207156,
1207161,
1207162,
1207163,
1207164,
1207165,
1207166,
1207171,
1207172,
1207173,
1207174,
1207175,
1207176,
1207181,
1207182,
1207183,
1207184,
1207185,
1207186,
1207191,
1207192,
1207193,
1207194,
1207195,
1207196,
1207201,
1207202,
1207203,
1207204,
1207205,
1207206,
1207211,
1207212,
1207213,
1207214,
1207215,
1207216,
1207221,
1207222,
1207223,
1207224,
1207225,
1207226,
1207231,
1207232,
1207233,
1207234,
1207235,
1207236,
1207251,
1207252,
1207253,
1207254,
1207255,
1207256,
1207261,
1207262,
1207263,
1207264,
1207265,
1207266,
1207271,
1207272,
1207273,
1207274,
1207275,
1207276,
1207281,
1207282,
1207283,
1207284,
1207285,
1207286,
1207291,
1207292,
1207293,
1207294,
1207295,
1207296,
1207301,
1207302,
1207303,
1207304,
1207305,
1207306,
1207311,
1207312,
1207313,
1207314,
1207315,
1207316,
1208011,
1208012,
1208013,
1208014,
1208015,
1208016,
1208021,
1208022,
1208023,
1208024,
1208025,
1208026,
1208031,
1208032,
1208033,
1208034,
1208035,
1208036,
1208041,
1208042,
1208043,
1208044,
1208045,
1208046,
1208051,
1208052,
1208053,
1208054,
1208055,
1208056,
1208061,
1208062,
1208063,
1208064,
1208065,
1208066,
1208071,
1208072,
1208073,
1208074,
1208075,
1208076,
1208081,
1208082,
1208083,
1208084,
1208085,
1208086,
1208091,
1208092,
1208093,
1208094,
1208095,
1208096,
1208101,
1208102,
1208103,
1208104,
1208105,
1208106,
1208111,
1208112,
1208113,
1208114,
1208115,
1208116,
1208121,
1208122,
1208123,
1208124,
1208125,
1208126,
1208131,
1208132,
1208133,
1208134,
1208135,
1208136,
1208141,
1208142,
1208143,
1208144,
1208145,
1208146,
1208151,
1208152,
1208153,
1208154,
1208155,
1208156,
1208161,
1208162,
1208163,
1208164,
1208165,
1208166,
1208171,
1208172,
1208173,
1208174,
1208175,
1208176,
1208181,
1208182,
1208183,
1208184,
1208185,
1208186,
1208191,
1208192,
1208193,
1208194,
1208195,
1208196,
1208201,
1208202,
1208203,
1208204,
1208205,
1208206,
1208211,
1208212,
1208213,
1208214,
1208215,
1208216,
1208221,
1208222,
1208223,
1208224,
1208225,
1208226,
1208231,
1208232,
1208233,
1208234,
1208235,
1208236,
1208241,
1208242,
1208243,
1208244,
1208245,
1208246,
1208251,
1208252,
1208253,
1208254,
1208255,
1208256,
1208261,
1208262,
1208263,
1208264,
1208265,
1208266,
1208271,
1208272,
1208273,
1208274,
1208275,
1208276,
1208281,
1208282,
1208283,
1208284,
1208285,
1208286,
1208291,
1208292,
1208293,
1208294,
1208295,
1208296,
1208301,
1208302,
1208303,
1208304,
1208305,
1208306,
1208311,
1208312,
1208313,
1208314,
1208315,
1208316,
1209011,
1209012,
1209013,
1209014,
1209015,
1209016,
1209021,
1209022,
1209023,
1209024,
1209025,
1209026,
1209031,
1209032,
1209033,
1209034,
1209035,
1209036,
1209041,
1209042,
1209043,
1209044,
1209045,
1209046,
1209051,
1209052,
1209053,
1209054,
1209055,
1209056,
1209061,
1209062,
1209063,
1209064,
1209065,
1209066,
1209071,
1209072,
1209073,
1209074,
1209075,
1209076,
1209081,
1209082,
1209083,
1209084,
1209085,
1209086,
1209091,
1209092,
1209093,
1209094,
1209095,
1209096,
1209101,
1209102,
1209103,
1209104,
1209105,
1209106,
1209111,
1209112,
1209113,
1209114,
1209115,
1209116,
1209121,
1209122,
1209123,
1209124,
1209125,
1209126,
1209131,
1209132,
1209133,
1209134,
1209135,
1209136,
1209141,
1209142,
1209143,
1209144,
1209145,
1209146,
1209151,
1209152,
1209153,
1209154,
1209155,
1209156,
1209161,
1209162,
1209163,
1209164,
1209165,
1209166,
1209171,
1209172,
1209173,
1209174,
1209175,
1209176,
1209181,
1209182,
1209183,
1209184,
1209185,
1209186,
1209191,
1209192,
1209193,
1209194,
1209195,
1209196,
1209201,
1209202,
1209203,
1209204,
1209205,
1209206,
1209211,
1209212,
1209213,
1209214,
1209215,
1209216,
1209221,
1209222,
1209223,
1209224,
1209225,
1209226,
1209231,
1209232,
1209233,
1209234,
1209235,
1209236,
1209241,
1209242,
1209243,
1209244,
1209245,
1209246,
1209251,
1209252,
1209253,
1209254,
1209255,
1209256,
1209261,
1209262,
1209263,
1209264,
1209265,
1209266,
1209271,
1209272,
1209273,
1209274,
1209275,
1209276,
1209281,
1209282,
1209283,
1209284,
1209285,
1209286,
1209291,
1209292,
1209293,
1209294,
1209295,
1209296,
1209301,
1209302,
1209303,
1209304,
1209305,
1209306,
1210011,
1210012,
1210013,
1210014,
1210015,
1210016,
1210021,
1210022,
1210023,
1210024,
1210025,
1210026,
1210031,
1210032,
1210033,
1210034,
1210035,
1210036,
1210041,
1210042,
1210043,
1210044,
1210045,
1210046,
1210051,
1210052,
1210053,
1210054,
1210055,
1210056,
1210081,
1210082,
1210083,
1210084,
1210085,
1210086,
1210091,
1210092,
1210093,
1210094,
1210095,
1210096,
1210101,
1210102,
1210103,
1210104,
1210105,
1210106,
1210111,
1210112,
1210113,
1210114,
1210115,
1210116,
1210121,
1210122,
1210123,
1210124,
1210125,
1210126,
1210151,
1210152,
1210153,
1210154,
1210155,
1210156,
1210161,
1210162,
1210163,
1210164,
1210165,
1210166,
1210171,
1210172,
1210173,
1210174,
1210175,
1210176,
1210181,
1210182,
1210183,
1210184,
1210185,
1210186,
1210191,
1210192,
1210193,
1210194,
1210195,
1210196,
1210221,
1210222,
1210223,
1210224,
1210225,
1210226,
1210231,
1210232,
1210233,
1210234,
1210235,
1210236,
1210241,
1210242,
1210243,
1210244,
1210245,
1210246,
1210251,
1210252,
1210253,
1210254,
1210255,
1210256,
1210261,
1210262,
1210263,
1210264,
1210265,
1210266,
1210291,
1210292,
1210293,
1210294,
1210295,
1210296,
1210301,
1210302,
1210303,
1210304,
1210305,
1210306,
1210311,
1210312,
1210313,
1210314,
1210315,
1210316,
1211011,
1211012,
1211013,
1211014,
1211015,
1211016,
1211021,
1211022,
1211023,
1211024,
1211025,
1211026,
1211051,
1211052,
1211053,
1211054,
1211055,
1211056,
1211061,
1211062,
1211063,
1211064,
1211065,
1211066,
1211071,
1211072,
1211073,
1211074,
1211075,
1211076,
1211081,
1211082,
1211083,
1211084,
1211085,
1211086,
1211091,
1211092,
1211093,
1211094,
1211095,
1211096,
1211121,
1211122,
1211123,
1211124,
1211125,
1211126,
1211131,
1211132,
1211133,
1211134,
1211135,
1211136,
1211141,
1211142,
1211143,
1211144,
1211145,
1211146,
1211151,
1211152,
1211153,
1211154,
1211155,
1211156,
1211161,
1211162,
1211163,
1211164,
1211165,
1211166,
1211191,
1211192,
1211193,
1211194,
1211195,
1211196,
1211201,
1211202,
1211203,
1211204,
1211205,
1211206,
1211211,
1211212,
1211213,
1211214,
1211215,
1211216,
1211221,
1211222,
1211223,
1211224,
1211225,
1211226,
1211231,
1211232,
1211233,
1211234,
1211235,
1211236,
1211261,
1211262,
1211263,
1211264,
1211265,
1211266,
1211271,
1211272,
1211273,
1211274,
1211275,
1211276,
1211281,
1211282,
1211283,
1211284,
1211285,
1211286,
1211291,
1211292,
1211293,
1211294,
1211295,
1211296,
1211301,
1211302,
1211303,
1211304,
1211305,
1211306,
1212031,
1212032,
1212033,
1212034,
1212035,
1212036,
1212041,
1212042,
1212043,
1212044,
1212045,
1212046,
1212051,
1212052,
1212053,
1212054,
1212055,
1212056,
1212061,
1212062,
1212063,
1212064,
1212065,
1212066,
1212071,
1212072,
1212073,
1212074,
1212075,
1212076,
1212101,
1212102,
1212103,
1212104,
1212105,
1212106,
1212111,
1212112,
1212113,
1212114,
1212115,
1212116,
1212121,
1212122,
1212123,
1212124,
1212125,
1212126,
1212131,
1212132,
1212133,
1212134,
1212135,
1212136,
1212141,
1212142,
1212143,
1212144,
1212145,
1212146,
1212171,
1212172,
1212173,
1212174,
1212175,
1212176,
1212181,
1212182,
1212183,
1212184,
1212185,
1212186,
1212191,
1212192,
1212193,
1212194,
1212195,
1212196,
1212201,
1212202,
1212203,
1212204,
1212205,
1212206,
1212211,
1212212,
1212213,
1212214,
1212215,
1212216,
1304301,
1304302,
1304303,
1304304,
1304305,
1304306,
1305011,
1305012,
1305013,
1305014,
1305015,
1305016,
1305021,
1305022,
1305023,
1305024,
1305025,
1305026,
1305031,
1305032,
1305033,
1305034,
1305035,
1305036,
1305041,
1305042,
1305043,
1305044,
1305045,
1305046,
1305051,
1305052,
1305053,
1305054,
1305055,
1305056,
1305061,
1305062,
1305063,
1305064,
1305065,
1305066,
1305071,
1305072,
1305073,
1305074,
1305075,
1305076,
1305081,
1305082,
1305083,
1305084,
1305085,
1305086,
1305091,
1305092,
1305093,
1305094,
1305095,
1305096,
1305101,
1305102,
1305103,
1305104,
1305105,
1305106,
1305111,
1305112,
1305113,
1305114,
1305115,
1305116,
1305121,
1305122,
1305123,
1305124,
1305125,
1305126,
1305131,
1305132,
1305133,
1305134,
1305135,
1305136,
1305141,
1305142,
1305143,
1305144,
1305145,
1305146,
1305151,
1305152,
1305153,
1305154,
1305155,
1305156,
1305161,
1305162,
1305163,
1305164,
1305165,
1305166,
1305171,
1305172,
1305173,
1305174,
1305175,
1305176,
1305181,
1305182,
1305183,
1305184,
1305185,
1305186,
1305191,
1305192,
1305193,
1305194,
1305195,
1305196,
1305201,
1305202,
1305203,
1305204,
1305205,
1305206,
1305211,
1305212,
1305213,
1305214,
1305215,
1305216,
1305221,
1305222,
1305223,
1305224,
1305225,
1305226,
1305231,
1305232,
1305233,
1305234,
1305235,
1305236,
1305241,
1305242,
1305243,
1305244,
1305245,
1305246,
1305251,
1305252,
1305253,
1305254,
1305255,
1305256,
1305261,
1305262,
1305263,
1305264,
1305265,
1305266,
1305271,
1305272,
1305273,
1305274,
1305275,
1305276,
1305281,
1305282,
1305283,
1305284,
1305285,
1305286,
1305291,
1305292,
1305293,
1305294,
1305295,
1305296,
1305301,
1305302,
1305303,
1305304,
1305305,
1305306,
1305311,
1305312,
1305313,
1305314,
1305315,
1305316,
1306011,
1306012,
1306013,
1306014,
1306015,
1306016,
1306021,
1306022,
1306023,
1306024,
1306025,
1306026,
1306031,
1306032,
1306033,
1306034,
1306035,
1306036,
1306041,
1306042,
1306043,
1306044,
1306045,
1306046,
1306051,
1306052,
1306053,
1306054,
1306055,
1306056,
1306061,
1306062,
1306063,
1306064,
1306065,
1306066,
1306071,
1306072,
1306073,
1306074,
1306075,
1306076,
1306081,
1306082,
1306083,
1306084,
1306085,
1306086,
1306091,
1306092,
1306093,
1306094,
1306095,
1306096,
1306101,
1306102,
1306103,
1306104,
1306105,
1306106,
1306111,
1306112,
1306113,
1306114,
1306115,
1306116,
1306121,
1306122,
1306123,
1306124,
1306125,
1306126,
1306141,
1306142,
1306143,
1306144,
1306145,
1306146,
1306151,
1306152,
1306153,
1306154,
1306155,
1306156,
1306161,
1306162,
1306163,
1306164,
1306165,
1306166,
1306171,
1306172,
1306173,
1306174,
1306175,
1306176,
1306181,
1306182,
1306183,
1306184,
1306185,
1306186,
1306191,
1306192,
1306193,
1306194,
1306195,
1306196,
1306201,
1306202,
1306203,
1306204,
1306205,
1306206,
1306211,
1306212,
1306213,
1306214,
1306215,
1306216,
1306221,
1306222,
1306223,
1306224,
1306225,
1306226,
1306231,
1306232,
1306233,
1306234,
1306235,
1306236,
1306241,
1306242,
1306243,
1306244,
1306245,
1306246,
1306251,
1306252,
1306253,
1306254,
1306255,
1306256,
1306261,
1306262,
1306263,
1306264,
1306265,
1306266,
1306271,
1306272,
1306273,
1306274,
1306275,
1306276,
1306281,
1306282,
1306283,
1306284,
1306285,
1306286,
1306291,
1306292,
1306293,
1306294,
1306295,
1306296,
1306301,
1306302,
1306303,
1306304,
1306305,
1306306,
1307011,148.828353112183
1307012,535.856284785361
1307013,201.198425690037
1307014,65.890168799361
1307015,317.475874933038
1307016,
1307021,159.79375714468
1307022,546.780787392297
1307023,265.261253994438
1307024,74.5439171827412
1307025,383.628681612577
1307026,
1307031,111.885593514353
1307032,427.343258749983
1307033,210.260241465493
1307034,69.2627280649987
1307035,305.523072325318
1307036,
1307041,168.864940979931
1307042,454.859641347987
1307043,190.686641378586
1307044,61.490175369225
1307045,308.408167942149
1307046,
1307051,171.280754117955
1307052,492.818804066088
1307053,181.644870215041
1307054,86.7598614451924
1307055,355.518770367742
1307056,
1307061,174.552359998476
1307062,631.906068038484
1307063,291.557959835153
1307064,80.6465768881107
1307065,361.866932797941
1307066,
1307071,92.6377553788373
1307072,695.25572963054
1307073,279.665938833443
1307074,94.6039024817053
1307075,370.20960108863
1307076,
1307081,135.500244042392
1307082,538.529249911711
1307083,195.158794309303
1307084,49.5000238633042
1307085,285.233382496522
1307086,
1307091,136.048382778344
1307092,585.957264698849
1307093,245.808338509722
1307094,75.2089975834558
1307095,342.089345776475
1307096,
1307101,135.132314289581
1307102,567.365764527953
1307103,265.109142544045
1307104,73.8056511129258
1307105,343.353066508123
1307106,
1307111,138.549392636714
1307112,569.109374584873
1307113,234.65807920749
1307114,68.6330279122302
1307115,315.911756962233
1307116,
1307121,101.447511461298
1307122,600.267914678783
1307123,290.199097765019
1307124,
1307125,362.802489634211
1307126,
1307131,141.233309883732
1307132,747.140776382576
1307133,340.046632736531
1307134,74.2744737887665
1307135,359.166188843392
1307136,
1307141,112.524365708762
1307142,777.048841669282
1307143,320.626816189556
1307144,115.271617188867
1307145,461.082124524619
1307146,
1307151,161.264677322182
1307152,596.995099998235
1307153,243.526401440661
1307154,99.4935305857439
1307155,380.68369651152
1307156,
1307161,116.821358174215
1307162,558.797138274201
1307163,287.415464972525
1307164,91.7796976081033
1307165,320.43533597922
1307166,
1307171,150.572919592838
1307172,628.325718978073
1307173,301.777437970497
1307174,
1307175,396.99424714406
1307176,
1307181,101.90072129658
1307182,647.822253705942
1307183,250.426586853024
1307184,89.2058404577425
1307185,300.398790118057
1307186,
1307191,161.63511518654
1307192,646.788959790823
1307193,287.18828629416
1307194,62.0636098816993
1307195,369.400389277533
1307196,
1307201,134.328076682024
1307202,843.051280035386
1307203,394.765674710477
1307204,69.9369965472912
1307205,346.154004294146
1307206,
1307211,66.2887578161955
1307212,815.942264195776
1307213,346.658236387984
1307214,82.6826868784511
1307215,287.443788531561
1307216,
1307221,131.223948997842
1307222,647.682748973215
1307223,297.712614415266
1307224,99.3353908053911
1307225,356.484067206325
1307226,
1307231,110.315246796665
1307232,691.043662205889
1307233,323.301431663341
1307234,70.5290024618065
1307235,316.29681714496
1307236,
1307241,141.891908195545
1307242,698.340862077002
1307243,328.023102507764
1307244,83.5816326885927
1307245,327.339400651794
1307246,
1307251,167.701216640907
1307252,681.250768331783
1307253,280.809721012322
1307254,65.8902979709521
1307255,303.192537586556
1307256,
1307261,147.272084366206
1307262,718.016648132155
1307263,352.293883343641
1307264,53.1984562311259
1307265,331.522091778847
1307266,
1307271,161.403357795112
1307272,855.619095347599
1307273,382.965879977945
1307274,
1307275,358.892714466409
1307276,
1307281,86.0791432446654
1307282,871.802546455837
1307283,360.096105223697
1307284,
1307285,437.824795495097
1307286,
1307291,183.564164400591
1307292,672.50214523923
1307293,356.033434735079
1307294,
1307295,368.951029057165
1307296,
1307301,132.111640117897
1307302,690.117757120039
1307303,354.531775116541
1307304,
1307305,424.086156965952
1307306,
1307311,144.745431773143
1307312,667.842224335937
1307313,321.075920611583
1307314,
1307315,426.985804024935
1307316,
1308011,157.854023011106
1308012,667.213719343287
1308013,304.830310037868
1308014,60.5614573229725
1308015,322.294307178179
1308016,
1308021,117.359342094889
1308022,689.695100983376
1308023,379.526700654912
1308024,68.1222020855149
1308025,282.371517214865
1308026,
1308031,186.027178770079
1308032,930.801703150498
1308033,454.705780795563
1308034,51.2749992906831
1308035,399.283316370115
1308036,
1308041,104.708216687715
1308042,862.752429028985
1308043,382.85648750844
1308044,67.1568816245378
1308045,461.704848992483
1308046,
1308051,146.775309890073
1308052,520.947179812455
1308053,331.615355447409
1308054,
1308055,354.247243408463
1308056,
1308061,131.956277381283
1308062,498.920948322354
